 usecs   ticks  time part mamType noteType channel pitch velocity    other
555556       0 0.000    0       2       f0       f    51        0 00000000
     0   36000 83.333    1       0       90       0    48       6b 00000000
     0   36000 83.333    2       0       90       1    39       6b 00000000
     0   36048 83.445    1       0       80       0    48        0 00000000
     0   36060 83.472    1       0       90       0    47       6b 00000000
     0   36096 83.556    2       0       80       1    39        0 00000000
     0   36108 83.583    1       0       80       0    47        0 00000000
     0   36120 83.611    1       0       90       0    45       6b 00000000
     0   36120 83.611    2       0       90       1    34       6b 00000000
     0   36168 83.722    1       0       80       0    45        0 00000000
     0   36180 83.750    1       0       90       0    44       6b 00000000
     0   36216 83.833    2       0       80       1    34        0 00000000
     0   36228 83.861    1       0       80       0    44        0 00000000
     0   36240 83.889    1       0       90       0    45       6b 00000000
     0   36240 83.889    2       0       90       1    2d       6b 00000000
     0   36288 84.000    1       0       80       0    45        0 00000000
     0   36300 84.028    1       0       90       0    47       6b 00000000
     0   36336 84.111    2       0       80       1    2d        0 00000000
     0   36348 84.139    1       0       80       0    47        0 00000000
     0   36360 84.167    1       0       90       0    48       6b 00000000
     0   36360 84.167    2       0       90       1    39       6b 00000000
     0   36408 84.278    1       0       80       0    48        0 00000000
     0   36420 84.306    1       0       90       0    4d       6b 00000000
     0   36456 84.389    2       0       80       1    39        0 00000000
     0   36468 84.417    1       0       80       0    4d        0 00000000
     0   36480 84.445    1       0       90       0    4c       6b 00000000
     0   36480 84.445    2       0       90       1    37       6b 00000000
     0   36528 84.556    1       0       80       0    4c        0 00000000
     0   36528 84.556    2       0       80       1    37        0 00000000
     0   36540 84.583    1       0       90       0    48       6b 00000000
     0   36540 84.583    2       0       90       1    34       6b 00000000
     0   36588 84.695    1       0       80       0    48        0 00000000
     0   36588 84.695    2       0       80       1    34        0 00000000
     0   36600 84.722    1       0       90       0    4a       6b 00000000
     0   36600 84.722    2       0       90       1    35       6b 00000000
     0   36648 84.833    1       0       80       0    4a        0 00000000
     0   36648 84.833    2       0       80       1    35        0 00000000
     0   36660 84.861    1       0       90       0    47       6b 00000000
     0   36660 84.861    2       0       90       1    32       6b 00000000
     0   36708 84.972    1       0       80       0    47        0 00000000
     0   36708 84.972    2       0       80       1    32        0 00000000
     0   36720 85.000    1       0       90       0    48       6b 00000000
     0   36720 85.000    2       0       90       1    34       6b 00000000
     0   36768 85.111    1       0       80       0    48        0 00000000
     0   36768 85.111    2       0       80       1    34        0 00000000
     0   36780 85.139    1       0       90       0    47       6b 00000000
     0   36780 85.139    2       0       90       1    32       6b 00000000
     0   36828 85.250    1       0       80       0    47        0 00000000
     0   36828 85.250    2       0       80       1    32        0 00000000
     0   36840 85.278    1       0       90       0    45       6b 00000000
     0   36840 85.278    2       0       90       1    30       6b 00000000
     0   36888 85.389    1       0       80       0    45        0 00000000
     0   36888 85.389    2       0       80       1    30        0 00000000
     0   36900 85.417    1       0       90       0    44       6b 00000000
     0   36900 85.417    2       0       90       1    34       6b 00000000
     0   36948 85.528    1       0       80       0    44        0 00000000
     0   36948 85.528    2       0       80       1    34        0 00000000
     0   36960 85.556    1       0       90       0    45       6b 00000000
     0   36960 85.556    2       0       90       1    2d       6b 00000000
     0   37008 85.667    1       0       80       0    45        0 00000000
     0   37008 85.667    2       0       80       1    2d        0 00000000
     0   37020 85.695    1       0       90       0    47       6b 00000000
     0   37020 85.695    2       0       90       1    30       6b 00000000
     0   37068 85.806    1       0       80       0    47        0 00000000
     0   37068 85.806    2       0       80       1    30        0 00000000
     0   37080 85.833    1       0       90       0    48       6b 00000000
     0   37080 85.833    2       0       90       1    35       6b 00000000
     0   37128 85.945    1       0       80       0    48        0 00000000
     0   37128 85.945    2       0       80       1    35        0 00000000
     0   37140 85.972    1       0       90       0    4a       6b 00000000
     0   37140 85.972    2       0       90       1    32       6b 00000000
     0   37188 86.083    1       0       80       0    4a        0 00000000
     0   37188 86.083    2       0       80       1    32        0 00000000
     0   37200 86.111    1       0       90       0    48       6b 00000000
     0   37200 86.111    2       0       90       1    34       6b 00000000
     0   37248 86.222    1       0       80       0    48        0 00000000
     0   37248 86.222    2       0       80       1    34        0 00000000
     0   37260 86.250    1       0       90       0    45       6b 00000000
     0   37260 86.250    2       0       90       1    30       6b 00000000
     0   37308 86.361    1       0       80       0    45        0 00000000
     0   37308 86.361    2       0       80       1    30        0 00000000
     0   37320 86.389    1       0       90       0    47       6b 00000000
     0   37320 86.389    2       0       90       1    32       6b 00000000
     0   37368 86.500    1       0       80       0    47        0 00000000
     0   37368 86.500    2       0       80       1    32        0 00000000
     0   37380 86.528    1       0       90       0    44       6b 00000000
     0   37380 86.528    2       0       90       1    2f       6b 00000000
     0   37428 86.639    1       0       80       0    44        0 00000000
     0   37428 86.639    2       0       80       1    2f        0 00000000
     0   37440 86.667    1       0       90       0    45       6b 00000000
     0   37440 86.667    2       0       90       1    30       6b 00000000
     0   37488 86.778    1       0       80       0    45        0 00000000
     0   37488 86.778    2       0       80       1    30        0 00000000
     0   37500 86.806    1       0       90       0    47       6b 00000000
     0   37500 86.806    2       0       90       1    2f       6b 00000000
     0   37548 86.917    1       0       80       0    47        0 00000000
     0   37548 86.917    2       0       80       1    2f        0 00000000
     0   37560 86.945    1       0       90       0    48       6b 00000000
     0   37560 86.945    2       0       90       1    2d       6b 00000000
     0   37608 87.056    1       0       80       0    48        0 00000000
     0   37608 87.056    2       0       80       1    2d        0 00000000
     0   37620 87.083    1       0       90       0    45       6b 00000000
     0   37620 87.083    2       0       90       1    30       6b 00000000
     0   37668 87.195    1       0       80       0    45        0 00000000
     0   37668 87.195    2       0       80       1    30        0 00000000
     0   37680 87.222    1       0       90       0    44       6b 00000000
     0   37680 87.222    2       0       90       1    28       6b 00000000
     0   37728 87.333    1       0       80       0    44        0 00000000
     0   37728 87.333    2       0       80       1    28        0 00000000
     0   37740 87.361    1       0       90       0    45       6b 00000000
     0   37740 87.361    2       0       90       1    2d       6b 00000000
     0   37788 87.472    1       0       80       0    45        0 00000000
     0   37788 87.472    2       0       80       1    2d        0 00000000
     0   37800 87.500    1       0       90       0    48       6b 00000000
     0   37800 87.500    2       0       90       1    34       6b 00000000
     0   37848 87.611    1       0       80       0    48        0 00000000
     0   37848 87.611    2       0       80       1    34        0 00000000
     0   37860 87.639    1       0       90       0    45       6b 00000000
     0   37860 87.639    2       0       90       1    30       6b 00000000
     0   37908 87.750    1       0       80       0    45        0 00000000
     0   37908 87.750    2       0       80       1    30        0 00000000
     0   37920 87.778    1       0       90       0    47       6b 00000000
     0   37920 87.778    2       0       90       1    32       6b 00000000
     0   37968 87.889    1       0       80       0    47        0 00000000
     0   37968 87.889    2       0       80       1    32        0 00000000
     0   37980 87.917    1       0       90       0    44       6b 00000000
     0   37980 87.917    2       0       90       1    2f       6b 00000000
     0   38028 88.028    1       0       80       0    44        0 00000000
     0   38028 88.028    2       0       80       1    2f        0 00000000
     0   38040 88.056    1       0       90       0    45       6b 00000000
     0   38040 88.056    2       0       90       1    30       6b 00000000
     0   38088 88.167    1       0       80       0    45        0 00000000
     0   38088 88.167    2       0       80       1    30        0 00000000
     0   38100 88.195    1       0       90       0    42       6b 00000000
     0   38100 88.195    2       0       90       1    2d       6b 00000000
     0   38148 88.306    1       0       80       0    42        0 00000000
     0   38148 88.306    2       0       80       1    2d        0 00000000
     0   38160 88.333    1       0       90       0    44       6b 00000000
     0   38160 88.333    2       0       90       1    2f       6b 00000000
     0   38208 88.445    1       0       80       0    44        0 00000000
     0   38208 88.445    2       0       80       1    2f        0 00000000
     0   38220 88.472    1       0       90       0    41       6b 00000000
     0   38220 88.472    2       0       90       1    2d       6b 00000000
     0   38268 88.583    1       0       80       0    41        0 00000000
     0   38268 88.583    2       0       80       1    2d        0 00000000
     0   38280 88.611    1       0       90       0    40       6b 00000000
     0   38280 88.611    2       0       90       1    2f       6b 00000000
     0   38328 88.722    1       0       80       0    40        0 00000000
     0   38328 88.722    2       0       80       1    2f        0 00000000
     0   38340 88.750    1       0       90       0    3e       6b 00000000
     0   38340 88.750    2       0       90       1    2c       6b 00000000
     0   38388 88.861    1       0       80       0    3e        0 00000000
     0   38388 88.861    2       0       80       1    2c        0 00000000
     0   38400 88.889    1       0       90       0    3c       6b 00000000
     0   38400 88.889    2       0       90       1    2d       6b 00000000
     0   38448 89.000    1       0       80       0    3c        0 00000000
     0   38460 89.028    1       0       90       0    3b       6b 00000000
     0   38496 89.111    2       0       80       1    2d        0 00000000
     0   38508 89.139    1       0       80       0    3b        0 00000000
     0   38520 89.167    1       0       90       0    3c       6b 00000000
     0   38520 89.167    2       0       90       1    32       6b 00000000
     0   38568 89.278    1       0       80       0    3c        0 00000000
     0   38580 89.306    1       0       90       0    45       6b 00000000
     0   38616 89.389    2       0       80       1    32        0 00000000
     0   38628 89.417    1       0       80       0    45        0 00000000
     0   38640 89.445    1       0       90       0    3b       6b 00000000
     0   38640 89.445    2       0       90       1    34       6b 00000000
     0   38688 89.556    1       0       80       0    3b        0 00000000
     0   38700 89.583    1       0       90       0    45       6b 00000000
     0   38730 89.653    2       0       80       1    34        0 00000000
     0   38748 89.695    1       0       80       0    45        0 00000000
     0   38760 89.722    1       0       90       0    3b       6b 00000000
     0   38760 89.722    2       0       90       1    28       6b 00000000
     0   38808 89.833    1       0       80       0    3b        0 00000000
     0   38820 89.861    1       0       90       0    44       6b 00000000
     0   38850 89.931    2       0       80       1    28        0 00000000
     0   38868 89.972    1       0       80       0    44        0 00000000
     0   38880 90.000    1       0       90       0    45       6b 00000000
     0   38880 90.000    2       0       90       1    2d       6b 00000000
     0   38970 90.208    2       0       80       1    2d        0 00000000
     0   38976 90.222    1       0       80       0    45        0 00000000
     0   39000 90.278    1       0       90       0    40       6b 00000000
     0   39000 90.278    1       0       90       0    3c       6b 00000000
     0   39090 90.486    1       0       80       0    40        0 00000000
     0   39096 90.500    1       0       80       0    3c        0 00000000
     0   39120 90.556    1       0       90       0    40       6b 00000000
     0   39120 90.556    1       0       90       0    3c       6b 00000000
     0   39168 90.667    1       0       80       0    40        0 00000000
     0   39180 90.695    1       0       90       0    41       6b 00000000
     0   39180 90.695    2       0       90       1    2d       6b 00000000
     0   39216 90.778    1       0       80       0    3c        0 00000000
     0   39228 90.806    1       0       80       0    41        0 00000000
     0   39228 90.806    2       0       80       1    2d        0 00000000
     0   39240 90.833    1       0       90       0    40       6b 00000000
     0   39240 90.833    1       0       90       0    3c       6b 00000000
     0   39240 90.833    2       0       90       1    30       6b 00000000
     0   39288 90.945    2       0       80       1    30        0 00000000
     0   39300 90.972    2       0       90       1    34       6b 00000000
     0   39330 91.042    1       0       80       0    40        0 00000000
     0   39336 91.056    1       0       80       0    3c        0 00000000
     0   39348 91.083    2       0       80       1    34        0 00000000
     0   39360 91.111    1       0       90       0    3c       6b 00000000
     0   39360 91.111    1       0       90       0    40       6b 00000000
     0   39360 91.111    2       0       90       1    39       6b 00000000
     0   39408 91.222    2       0       80       1    39        0 00000000
     0   39420 91.250    2       0       90       1    37       6b 00000000
     0   39450 91.320    1       0       80       0    40        0 00000000
     0   39456 91.333    1       0       80       0    3c        0 00000000
     0   39468 91.361    2       0       80       1    37        0 00000000
     0   39480 91.389    1       0       90       0    3c       6b 00000000
     0   39480 91.389    1       0       90       0    40       6b 00000000
     0   39480 91.389    2       0       90       1    35       6b 00000000
     0   39528 91.500    2       0       80       1    35        0 00000000
     0   39540 91.528    2       0       90       1    34       6b 00000000
     0   39570 91.597    1       0       80       0    40        0 00000000
     0   39576 91.611    1       0       80       0    3c        0 00000000
     0   39588 91.639    2       0       80       1    34        0 00000000
     0   39600 91.667    1       0       90       0    41       6b 00000000
     0   39600 91.667    1       0       90       0    3c       6b 00000000
     0   39600 91.667    2       0       90       1    32       6b 00000000
     0   39696 91.889    1       0       80       0    3c        0 00000000
     0   39696 91.889    1       0       80       0    41        0 00000000
     0   39720 91.945    1       0       90       0    3b       6b 00000000
     0   39720 91.945    1       0       90       0    3e       6b 00000000
     0   39780 92.083    2       0       80       1    32        0 00000000
     0   39810 92.153    1       0       80       0    3e        0 00000000
     0   39816 92.167    1       0       80       0    3b        0 00000000
     0   39840 92.222    1       0       90       0    3b       6b 00000000
     0   39840 92.222    1       0       90       0    3e       6b 00000000
     0   39888 92.333    1       0       80       0    3e        0 00000000
     0   39900 92.361    1       0       90       0    40       6b 00000000
     0   39900 92.361    2       0       90       1    2b       6b 00000000
     0   39936 92.445    1       0       80       0    3b        0 00000000
     0   39948 92.472    1       0       80       0    40        0 00000000
     0   39948 92.472    2       0       80       1    2b        0 00000000
     0   39960 92.500    1       0       90       0    3b       6b 00000000
     0   39960 92.500    1       0       90       0    3e       6b 00000000
     0   39960 92.500    2       0       90       1    2f       6b 00000000
     0   40008 92.611    2       0       80       1    2f        0 00000000
     0   40020 92.639    2       0       90       1    32       6b 00000000
     0   40050 92.708    1       0       80       0    3e        0 00000000
     0   40056 92.722    1       0       80       0    3b        0 00000000
     0   40068 92.750    2       0       80       1    32        0 00000000
     0   40080 92.778    1       0       90       0    3e       6b 00000000
     0   40080 92.778    1       0       90       0    3b       6b 00000000
     0   40080 92.778    2       0       90       1    37       6b 00000000
     0   40128 92.889    2       0       80       1    37        0 00000000
     0   40140 92.917    2       0       90       1    35       6b 00000000
     0   40170 92.986    1       0       80       0    3e        0 00000000
     0   40176 93.000    1       0       80       0    3b        0 00000000
     0   40188 93.028    2       0       80       1    35        0 00000000
     0   40200 93.056    1       0       90       0    3b       6b 00000000
     0   40200 93.056    1       0       90       0    3e       6b 00000000
     0   40200 93.056    2       0       90       1    34       6b 00000000
     0   40248 93.167    2       0       80       1    34        0 00000000
     0   40260 93.195    2       0       90       1    32       6b 00000000
     0   40290 93.264    1       0       80       0    3e        0 00000000
     0   40296 93.278    1       0       80       0    3b        0 00000000
     0   40308 93.306    2       0       80       1    32        0 00000000
     0   40320 93.333    1       0       90       0    40       6b 00000000
     0   40320 93.333    1       0       90       0    3c       6b 00000000
     0   40320 93.333    2       0       90       1    30       6b 00000000
     0   40416 93.556    1       0       80       0    3c        0 00000000
     0   40416 93.556    1       0       80       0    40        0 00000000
     0   40440 93.611    1       0       90       0    40       6b 00000000
     0   40440 93.611    1       0       90       0    43       6b 00000000
     0   40500 93.750    2       0       80       1    30        0 00000000
     0   40530 93.820    1       0       80       0    43        0 00000000
     0   40536 93.833    1       0       80       0    40        0 00000000
     0   40560 93.889    1       0       90       0    40       6b 00000000
     0   40560 93.889    1       0       90       0    43       6b 00000000
     0   40608 94.000    1       0       80       0    43        0 00000000
     0   40620 94.028    1       0       90       0    45       6b 00000000
     0   40620 94.028    2       0       90       1    30       6b 00000000
     0   40656 94.111    1       0       80       0    40        0 00000000
     0   40668 94.139    1       0       80       0    45        0 00000000
     0   40668 94.139    2       0       80       1    30        0 00000000
     0   40680 94.167    1       0       90       0    40       6b 00000000
     0   40680 94.167    1       0       90       0    43       6b 00000000
     0   40680 94.167    2       0       90       1    34       6b 00000000
     0   40728 94.278    2       0       80       1    34        0 00000000
     0   40740 94.306    2       0       90       1    37       6b 00000000
     0   40770 94.375    1       0       80       0    43        0 00000000
     0   40776 94.389    1       0       80       0    40        0 00000000
     0   40788 94.417    2       0       80       1    37        0 00000000
     0   40800 94.445    1       0       90       0    43       6b 00000000
     0   40800 94.445    1       0       90       0    40       6b 00000000
     0   40800 94.445    2       0       90       1    3c       6b 00000000
     0   40848 94.556    2       0       80       1    3c        0 00000000
     0   40860 94.583    2       0       90       1    3b       6b 00000000
     0   40890 94.653    1       0       80       0    43        0 00000000
     0   40896 94.667    1       0       80       0    40        0 00000000
     0   40908 94.695    2       0       80       1    3b        0 00000000
     0   40920 94.722    1       0       90       0    40       6b 00000000
     0   40920 94.722    1       0       90       0    43       6b 00000000
     0   40920 94.722    2       0       90       1    39       6b 00000000
     0   40968 94.833    2       0       80       1    39        0 00000000
     0   40980 94.861    2       0       90       1    37       6b 00000000
     0   41010 94.931    1       0       80       0    43        0 00000000
     0   41016 94.945    1       0       80       0    40        0 00000000
     0   41028 94.972    2       0       80       1    37        0 00000000
     0   41040 95.000    1       0       90       0    45       6b 00000000
     0   41040 95.000    1       0       90       0    40       6b 00000000
     0   41040 95.000    2       0       90       1    36       6b 00000000
     0   41136 95.222    1       0       80       0    40        0 00000000
     0   41136 95.222    1       0       80       0    45        0 00000000
     0   41160 95.278    1       0       90       0    3f       6b 00000000
     0   41160 95.278    1       0       90       0    42       6b 00000000
     0   41220 95.417    2       0       80       1    36        0 00000000
     0   41250 95.486    1       0       80       0    42        0 00000000
     0   41256 95.500    1       0       80       0    3f        0 00000000
     0   41280 95.556    1       0       90       0    3f       6b 00000000
     0   41280 95.556    1       0       90       0    42       6b 00000000
     0   41328 95.667    1       0       80       0    42        0 00000000
     0   41340 95.695    1       0       90       0    43       6b 00000000
     0   41340 95.695    2       0       90       1    2f       6b 00000000
     0   41376 95.778    1       0       80       0    3f        0 00000000
     0   41388 95.806    1       0       80       0    43        0 00000000
     0   41388 95.806    2       0       80       1    2f        0 00000000
     0   41400 95.833    1       0       90       0    42       6b 00000000
     0   41400 95.833    1       0       90       0    3f       6b 00000000
     0   41400 95.833    2       0       90       1    33       6b 00000000
     0   41448 95.945    2       0       80       1    33        0 00000000
     0   41460 95.972    2       0       90       1    36       6b 00000000
     0   41490 96.042    1       0       80       0    42        0 00000000
     0   41496 96.056    1       0       80       0    3f        0 00000000
     0   41508 96.083    2       0       80       1    36        0 00000000
     0   41520 96.111    1       0       90       0    3f       6b 00000000
     0   41520 96.111    1       0       90       0    42       6b 00000000
     0   41520 96.111    2       0       90       1    3b       6b 00000000
     0   41568 96.222    2       0       80       1    3b        0 00000000
     0   41580 96.250    2       0       90       1    39       6b 00000000
     0   41610 96.320    1       0       80       0    42        0 00000000
     0   41616 96.333    1       0       80       0    3f        0 00000000
     0   41628 96.361    2       0       80       1    39        0 00000000
     0   41640 96.389    1       0       90       0    3f       6b 00000000
     0   41640 96.389    1       0       90       0    42       6b 00000000
     0   41640 96.389    2       0       90       1    37       6b 00000000
     0   41688 96.500    2       0       80       1    37        0 00000000
     0   41700 96.528    2       0       90       1    36       6b 00000000
     0   41736 96.611    1       0       80       0    42        0 00000000
     0   41736 96.611    1       0       80       0    3f        0 00000000
     0   41748 96.639    2       0       80       1    36        0 00000000
     0   41760 96.667    1       0       90       0    43       6b 00000000
     0   41760 96.667    1       0       90       0    40       6b 00000000
     0   41760 96.667    2       0       90       1    34       6b 00000000
     0   41808 96.778    2       0       80       1    34        0 00000000
     0   41820 96.806    2       0       90       1    33       6b 00000000
     0   41856 96.889    1       0       80       0    40        0 00000000
     0   41856 96.889    1       0       80       0    43        0 00000000
     0   41868 96.917    2       0       80       1    33        0 00000000
     0   41880 96.945    1       0       90       0    47       6b 00000000
     0   41880 96.945    2       0       90       1    34       6b 00000000
     0   41928 97.056    2       0       80       1    34        0 00000000
     0   41940 97.083    2       0       90       1    36       6b 00000000
     0   41976 97.167    1       0       80       0    47        0 00000000
     0   41988 97.195    2       0       80       1    36        0 00000000
     0   42000 97.222    1       0       90       0    40       6b 00000000
     0   42000 97.222    2       0       90       1    37       6b 00000000
     0   42048 97.333    2       0       80       1    37        0 00000000
     0   42060 97.361    2       0       90       1    36       6b 00000000
     0   42096 97.445    1       0       80       0    40        0 00000000
     0   42108 97.472    2       0       80       1    36        0 00000000
     0   42120 97.500    1       0       90       0    4c       6b 00000000
     0   42120 97.500    2       0       90       1    37       6b 00000000
     0   42168 97.611    2       0       80       1    37        0 00000000
     0   42180 97.639    2       0       90       1    39       6b 00000000
     0   42216 97.722    1       0       80       0    4c        0 00000000
     0   42228 97.750    2       0       80       1    39        0 00000000
     0   42240 97.778    1       0       90       0    4a       6b 00000000
     0   42240 97.778    2       0       90       1    3b       6b 00000000
     0   42288 97.889    1       0       80       0    4a        0 00000000
     0   42288 97.889    2       0       80       1    3b        0 00000000
     0   42300 97.917    1       0       90       0    47       6b 00000000
     0   42300 97.917    2       0       90       1    37       6b 00000000
     0   42348 98.028    1       0       80       0    47        0 00000000
     0   42348 98.028    2       0       80       1    37        0 00000000
     0   42360 98.056    1       0       90       0    48       6b 00000000
     0   42360 98.056    2       0       90       1    39       6b 00000000
     0   42408 98.167    1       0       80       0    48        0 00000000
     0   42408 98.167    2       0       80       1    39        0 00000000
     0   42420 98.195    1       0       90       0    45       6b 00000000
     0   42420 98.195    2       0       90       1    36       6b 00000000
     0   42468 98.306    1       0       80       0    45        0 00000000
     0   42468 98.306    2       0       80       1    36        0 00000000
     0   42480 98.333    1       0       90       0    47       6b 00000000
     0   42480 98.333    2       0       90       1    37       6b 00000000
     0   42528 98.445    1       0       80       0    47        0 00000000
     0   42540 98.472    1       0       90       0    45       6b 00000000
     0   42576 98.556    2       0       80       1    37        0 00000000
     0   42588 98.583    1       0       80       0    45        0 00000000
     0   42600 98.611    1       0       90       0    43       6b 00000000
     0   42600 98.611    2       0       90       1    3b       6b 00000000
     0   42648 98.722    1       0       80       0    43        0 00000000
     0   42660 98.750    1       0       90       0    42       6b 00000000
     0   42696 98.833    2       0       80       1    3b        0 00000000
     0   42708 98.861    1       0       80       0    42        0 00000000
     0   42720 98.889    1       0       90       0    43       6b 00000000
     0   42720 98.889    2       0       90       1    34       6b 00000000
     0   42768 99.000    1       0       80       0    43        0 00000000
     0   42780 99.028    1       0       90       0    42       6b 00000000
     0   42816 99.111    2       0       80       1    34        0 00000000
     0   42828 99.139    1       0       80       0    42        0 00000000
     0   42840 99.167    1       0       90       0    43       6b 00000000
     0   42840 99.167    2       0       90       1    40       6b 00000000
     0   42888 99.278    1       0       80       0    43        0 00000000
     0   42900 99.306    1       0       90       0    48       6b 00000000
     0   42936 99.389    2       0       80       1    40        0 00000000
     0   42948 99.417    1       0       80       0    48        0 00000000
     0   42960 99.445    1       0       90       0    42       6b 00000000
     0   42960 99.445    2       0       90       1    3e       6b 00000000
     0   43008 99.556    1       0       80       0    42        0 00000000
     0   43008 99.556    2       0       80       1    3e        0 00000000
     0   43020 99.583    1       0       90       0    47       6b 00000000
     0   43020 99.583    2       0       90       1    3b       6b 00000000
     0   43068 99.695    1       0       80       0    47        0 00000000
     0   43068 99.695    2       0       80       1    3b        0 00000000
     0   43080 99.722    1       0       90       0    40       6b 00000000
     0   43080 99.722    2       0       90       1    3c       6b 00000000
     0   43128 99.833    1       0       80       0    40        0 00000000
     0   43128 99.833    2       0       80       1    3c        0 00000000
     0   43140 99.861    1       0       90       0    45       6b 00000000
     0   43140 99.861    2       0       90       1    39       6b 00000000
     0   43188 99.972    1       0       80       0    45        0 00000000
     0   43188 99.972    2       0       80       1    39        0 00000000
     0   43200 100.000    1       0       90       0    3f       6b 00000000
     0   43200 100.000    2       0       90       1    3b       6b 00000000
     0   43248 100.111    1       0       80       0    3f        0 00000000
     0   43260 100.139    1       0       90       0    45       6b 00000000
     0   43290 100.208    2       0       80       1    3b        0 00000000
     0   43308 100.250    1       0       80       0    45        0 00000000
     0   43320 100.278    1       0       90       0    42       6b 00000000
     0   43320 100.278    2       0       90       1    2f       6b 00000000
     0   43368 100.389    1       0       80       0    42        0 00000000
     0   43380 100.417    1       0       90       0    3f       6b 00000000
     0   43416 100.500    2       0       80       1    2f        0 00000000
     0   43428 100.528    1       0       80       0    3f        0 00000000
     0   43440 100.556    1       0       90       0    45       6b 00000000
     0   43440 100.556    2       0       90       1    33       6b 00000000
     0   43488 100.667    1       0       80       0    45        0 00000000
     0   43500 100.695    1       0       90       0    42       6b 00000000
     0   43536 100.778    2       0       80       1    33        0 00000000
     0   43548 100.806    1       0       80       0    42        0 00000000
     0   43560 100.833    1       0       90       0    3f       6b 00000000
     0   43560 100.833    2       0       90       1    36       6b 00000000
     0   43608 100.945    1       0       80       0    3f        0 00000000
     0   43620 100.972    1       0       90       0    42       6b 00000000
     0   43656 101.056    2       0       80       1    36        0 00000000
     0   43668 101.083    1       0       80       0    42        0 00000000
     0   43680 101.111    1       0       90       0    3b       6b 00000000
     0   43680 101.111    2       0       90       1    33       6b 00000000
     0   43728 101.222    1       0       80       0    3b        0 00000000
     0   43740 101.250    1       0       90       0    45       6b 00000000
     0   43776 101.333    2       0       80       1    33        0 00000000
     0   43788 101.361    1       0       80       0    45        0 00000000
     0   43800 101.389    1       0       90       0    43       6b 00000000
     0   43800 101.389    2       0       90       1    2f       6b 00000000
     0   43848 101.500    1       0       80       0    43        0 00000000
     0   43860 101.528    1       0       90       0    42       6b 00000000
     0   43896 101.611    2       0       80       1    2f        0 00000000
     0   43908 101.639    1       0       80       0    42        0 00000000
     0   43920 101.667    1       0       90       0    43       6b 00000000
     0   43920 101.667    2       0       90       1    34       6b 00000000
     0   44016 101.889    1       0       80       0    43        0 00000000
     0   44016 101.889    2       0       80       1    34        0 00000000
     0   44040 101.945    1       0       90       0    37       6b 00000000
     0   44040 101.945    1       0       90       0    3b       6b 00000000
     0   44040 101.945    2       0       90       1    28       6b 00000000
     0   44130 102.153    1       0       80       0    3b        0 00000000
     0   44130 102.153    2       0       80       1    28        0 00000000
     0   44136 102.167    1       0       80       0    37        0 00000000
     0   44160 102.222    1       0       90       0    37       6b 00000000
     0   44160 102.222    1       0       90       0    3b       6b 00000000
     0   44208 102.333    1       0       80       0    3b        0 00000000
     0   44220 102.361    1       0       90       0    3c       6b 00000000
     0   44220 102.361    2       0       90       1    28       6b 00000000
     0   44256 102.445    1       0       80       0    37        0 00000000
     0   44268 102.472    1       0       80       0    3c        0 00000000
     0   44268 102.472    2       0       80       1    28        0 00000000
     0   44280 102.500    1       0       90       0    3b       6b 00000000
     0   44280 102.500    1       0       90       0    37       6b 00000000
     0   44280 102.500    2       0       90       1    2b       6b 00000000
     0   44328 102.611    2       0       80       1    2b        0 00000000
     0   44340 102.639    2       0       90       1    2f       6b 00000000
     0   44370 102.708    1       0       80       0    3b        0 00000000
     0   44376 102.722    1       0       80       0    37        0 00000000
     0   44388 102.750    2       0       80       1    2f        0 00000000
     0   44400 102.778    1       0       90       0    37       6b 00000000
     0   44400 102.778    1       0       90       0    3b       6b 00000000
     0   44400 102.778    2       0       90       1    34       6b 00000000
     0   44448 102.889    2       0       80       1    34        0 00000000
     0   44460 102.917    2       0       90       1    32       6b 00000000
     0   44490 102.986    1       0       80       0    3b        0 00000000
     0   44496 103.000    1       0       80       0    37        0 00000000
     0   44508 103.028    2       0       80       1    32        0 00000000
     0   44520 103.056    1       0       90       0    37       6b 00000000
     0   44520 103.056    1       0       90       0    3b       6b 00000000
     0   44520 103.056    2       0       90       1    30       6b 00000000
     0   44568 103.167    2       0       80       1    30        0 00000000
     0   44580 103.195    2       0       90       1    2f       6b 00000000
     0   44610 103.264    1       0       80       0    3b        0 00000000
     0   44616 103.278    1       0       80       0    37        0 00000000
     0   44628 103.306    2       0       80       1    2f        0 00000000
     0   44640 103.333    1       0       90       0    3c       6b 00000000
     0   44640 103.333    1       0       90       0    37       6b 00000000
     0   44640 103.333    2       0       90       1    2d       6b 00000000
     0   44736 103.556    1       0       80       0    37        0 00000000
     0   44736 103.556    1       0       80       0    3c        0 00000000
     0   44760 103.611    1       0       90       0    36       6b 00000000
     0   44760 103.611    1       0       90       0    39       6b 00000000
     0   44820 103.750    2       0       80       1    2d        0 00000000
     0   44850 103.820    1       0       80       0    39        0 00000000
     0   44856 103.833    1       0       80       0    36        0 00000000
     0   44880 103.889    1       0       90       0    39       6b 00000000
     0   44880 103.889    1       0       90       0    36       6b 00000000
     0   44928 104.000    1       0       80       0    39        0 00000000
     0   44940 104.028    1       0       90       0    3b       6b 00000000
     0   44940 104.028    2       0       90       1    26       6b 00000000
     0   44976 104.111    1       0       80       0    36        0 00000000
     0   44988 104.139    1       0       80       0    3b        0 00000000
     0   44988 104.139    2       0       80       1    26        0 00000000
